"architecture","replicate","method","burnin_candidate","retained_draw_candidate","estimand","rhat","ess_bulk","ess_tail","mcse_mean","posterior_sd","relative_mcse","chain_count","draws_per_chain","total_draws","rhat_pass","ess_bulk_pass","ess_tail_pass","relative_mcse_pass","chain_count_pass","finite_pass","overall_pass","status","reason"
"sparse_homogeneous",1,"st_csr_sbayesc",250,500,"genetic_variance",1.00160735330341,2404.2800509895,2031.40120636085,0.00048899133754794,0.0239228771829729,0.0204403230350562,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,500,"residual_variance",1.0029642904739,1539.92895865717,1515.34747071207,0.000607268459817312,0.0238690893822201,0.0254416266198098,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,500,"heritability",1.00027372640987,2133.1700459648,1885.7193186186,0.000297063546864318,0.0137132583717404,0.021662506372409,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,1000,"effect_variance",1.00003789246261,2682.55224957326,3149.78970022232,3.96002820929803e-05,0.00205325136928065,0.0192866215434957,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,1000,"genetic_variance",1.00017760525029,4896.75652959223,4170.35517079479,0.000343393533774361,0.0240106636783686,0.0143017093727287,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,1000,"residual_variance",1.00048311545122,2939.4816062191,3323.64212382054,0.00043838758697052,0.0237868447972121,0.0184298334103521,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,1000,"heritability",1.0001626361211,4318.43854087425,3802.49922764308,0.00020962733755647,0.013776573577933,0.0152162173250573,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,2000,"effect_variance",1.00010179821865,5223.80232665974,6749.6742787232,2.83313238627025e-05,0.00206552533891079,0.0137162799840754,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,2000,"genetic_variance",1.00023429737766,9475.40660169923,7876.33062206986,0.000246844582704778,0.023995938894164,0.0102869316259516,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,2000,"residual_variance",0.99995603133848,6051.41520673576,7167.41616311282,0.000303951971201493,0.0236505125012019,0.0128518133036672,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",250,2000,"heritability",1.00019857551921,8438.15761547138,7705.02420025211,0.000149950848875711,0.0137627036779379,0.0108954499337283,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,250,"effect_variance",1.00316483382116,705.319454660434,759.508593847769,7.48546921769887e-05,0.00201570622132572,0.037135715207426,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,250,"genetic_variance",1.00306612713732,1170.88773861786,931.58262103007,0.000706590330845409,0.0240480526278242,0.0293824344856875,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,250,"residual_variance",1.0008094307861,734.135452062943,677.974522529464,0.000864367488839596,0.0234314274509015,0.0368892373565716,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,250,"heritability",1.00092487446572,1010.08025314224,855.134540216607,0.000431421882245284,0.0137057524233095,0.0314774314405068,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,500,"effect_variance",1.00062787245273,1366.76145489761,1571.8325822267,5.53395309745373e-05,0.00205628479389992,0.0269123864256085,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,500,"genetic_variance",1.00188630283519,2437.96034112939,2009.43122289147,0.000488650794849113,0.0240629010611787,0.0203072270299721,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,500,"residual_variance",1.00027662393304,1374.86484457674,1509.73320361927,0.000628589810016778,0.0233221280657417,0.0269525065742231,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,500,"heritability",0.999886535383661,2147.01836634678,1705.51739760353,0.000295466133135476,0.0136969983773483,0.0215715972942006,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,1000,"effect_variance",0.999534726162766,2764.16201502054,3171.25492484185,3.94408378502788e-05,0.0020724989818692,0.019030570434687,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,1000,"genetic_variance",1.00115419626958,4861.45005443594,4188.14590999869,0.000347666763535835,0.0242455842299631,0.0143393848644069,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,1000,"residual_variance",1.00006681703128,2877.882975355,3526.47678984103,0.000438532410825691,0.0235516778129533,0.0186200072159828,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,1000,"heritability",1.00008884125331,4335.37158137849,3890.7668336212,0.000209857729315563,0.0138244819206228,0.0151801514530903,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,2000,"effect_variance",1.00043317281334,5183.46115887619,6839.65571435037,2.83753276732092e-05,0.00206588166754055,0.0137352144215454,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,2000,"genetic_variance",1.00059697409207,9376.45551650304,7965.34736956323,0.000247763854253923,0.0239679144711972,0.0103373138514687,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,2000,"residual_variance",0.999908429711454,6133.07740907668,7183.50506239338,0.000300480561469623,0.023535077724866,0.0127673494424941,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",500,2000,"heritability",1.00030134442435,8504.2752265791,7595.3905032091,0.000148934744518197,0.0137159268722492,0.0108585257055817,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,250,"effect_variance",1.00244616773762,748.500025963845,764.322098060761,7.69125554130761e-05,0.00207228844536117,0.0371147923858019,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,250,"genetic_variance",1.00000616347602,1185.50003434819,1051.74253577605,0.000703882025508658,0.0241289176931665,0.029171719778712,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,250,"residual_variance",1.00068776500798,782.994110840979,949.079760909302,0.000864339468715916,0.024178437049234,0.0357483598694109,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,250,"heritability",1.00080109912096,1035.31515449926,990.413619542801,0.00043379316701594,0.0139922648361141,0.0310023553796892,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,500,"effect_variance",0.999274797338754,1399.28671232661,1575.150070816,5.5843520286865e-05,0.00208905609524604,0.0267314604016357,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,500,"genetic_variance",0.99933877284126,2330.94435842984,2150.23440759001,0.000506080809096413,0.024430755323241,0.0207149063711091,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,500,"residual_variance",0.999374461173862,1582.64973071686,1781.23236418572,0.000597531235620447,0.0237741273794576,0.025133676878368,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,500,"heritability",0.999155023539941,2211.0933650594,1986.50751398415,0.000296643799676576,0.0139508358870343,0.0212635143928739,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,1000,"effect_variance",1.00001435167492,2650.64268835449,3438.36732374103,4.05252256581021e-05,0.00209782293363237,0.0193177531851712,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,1000,"genetic_variance",0.999989327615941,4647.35337321245,4106.72655093138,0.000351159138125991,0.0239316994973997,0.0146733890822984,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,1000,"residual_variance",0.999811183257578,3165.82897282863,3694.32777847465,0.000423020825105073,0.0237564304024264,0.01780658196283,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,1000,"heritability",0.999951109514059,4339.31691723417,3970.16562443759,0.000208740482732396,0.013740838822532,0.0151912474506365,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,2000,"effect_variance",1.00014755298199,5165.97513568734,6882.73126735537,2.85008429433336e-05,0.0020751277057019,0.0137345007080869,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,2000,"genetic_variance",1.00004537453901,9007.68422842677,7826.8312330339,0.000252010716159266,0.0239188767072206,0.0105360598344148,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,2000,"residual_variance",1.00012567272744,6292.71460006289,7411.53824021552,0.000299296390491024,0.0237198374786783,0.0126179781273822,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_homogeneous",1,"st_csr_sbayesc",1000,2000,"heritability",1.00005338548914,8381.5489968265,7524.30088653313,0.000150015481997123,0.0137347967490042,0.0109222935539981,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,250,"effect_variance",1.036711650629,184.420039624345,380.325484709881,4.90291790027831e-05,0.000669922591549694,0.0731863346918435,4,250,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",250,250,"genetic_variance",1.00074512274394,1013.52423189595,869.724405653132,0.00097462405840124,0.031159522426413,0.0312785300449625,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,250,"residual_variance",1.00480499672846,656.158483416557,838.998647323132,0.00104965244610976,0.0268557389290628,0.0390848469625925,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,250,"heritability",1.00006084723612,859.920544532259,920.489689011199,0.000613238830280437,0.0179624361078466,0.0341400702331547,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,500,"effect_variance",1.02203258854692,322.20297087068,613.08097614155,4.01632720704808e-05,0.000715289041523499,0.0561497097522098,4,500,2000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",250,500,"genetic_variance",0.999788984297223,1887.26386186817,1886.14489479736,0.000732252377636793,0.0317891486326978,0.023034664630295,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,500,"residual_variance",1.00099306724615,1445.30225519939,1548.89264261709,0.000712427278793584,0.0270630415869164,0.0263247305926621,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,500,"heritability",0.999853292908888,1731.97334778803,1786.47136283542,0.000434564365079628,0.0180954793783038,0.0240150789042187,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,1000,"effect_variance",1.01162682142052,464.667594351985,978.335861932899,3.58996275814641e-05,0.000762782453742024,0.047064044807729,4,1000,4000,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",250,1000,"genetic_variance",1.00017847045671,3298.45186311122,3975.75084131251,0.00055476525126825,0.0317461804038517,0.0174750235842842,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,1000,"residual_variance",1.00070581423646,2851.99263788302,3230.3870022288,0.000503343008873026,0.0268520915157474,0.0187450206095805,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,1000,"heritability",1.00035872668708,3166.54273352447,3546.95600845583,0.00031996889144688,0.0180034426382732,0.0177726503689168,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,2000,"effect_variance",1.00298152844194,1000.06258379762,1927.14317938503,2.3848211260211e-05,0.000743026692298244,0.0320960357244321,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,2000,"genetic_variance",1.00051169464717,6605.43624249174,7032.21687897975,0.000383771396619288,0.0311488592968595,0.0123205602157631,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,2000,"residual_variance",1.00041837446371,5569.52368726957,6130.88763259718,0.000357592244547206,0.0266834139028756,0.0134012928723738,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",250,2000,"heritability",0.999937703714248,6339.51313535553,7259.72568111886,0.000222593539507713,0.0177137797730506,0.0125661232305915,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,250,"effect_variance",1.02623757500068,149.81169624599,282.217048695114,6.24766462819848e-05,0.000756155843557193,0.0826240342044772,4,250,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",500,250,"genetic_variance",0.999851528980137,1025.59971133124,898.856278375828,0.00101552947026066,0.0324216178442479,0.0313226031822108,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,250,"residual_variance",1.00203759985089,720.569595654621,821.931121342397,0.00101771326245546,0.0272817288977279,0.0373038404666581,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,250,"heritability",1.0011132744435,957.919308062351,879.886022031407,0.000589133529408684,0.0182364709569734,0.0323052377183431,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,500,"effect_variance",1.00449388923611,235.309628738728,513.508447677209,5.19404532495673e-05,0.000784315601000731,0.0662239195335334,4,500,2000,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",500,500,"genetic_variance",0.999782352512412,1705.13994705283,1856.24009392594,0.00078105777134567,0.0319904805463818,0.0244153184949268,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,500,"residual_variance",1.00019274845447,1421.77751868394,1606.75015325909,0.000720708233144523,0.0271681356018602,0.0265277030307216,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,500,"heritability",0.999507326319341,1695.63483750383,1807.81167645096,0.000437747759342252,0.0180942031484462,0.0241927072306493,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,1000,"effect_variance",1.00522570093788,463.935217742297,965.797634381747,3.62933920075624e-05,0.000772824589388273,0.0469620047109142,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,1000,"genetic_variance",1.00016007307733,3310.09918261149,3469.45610548214,0.000553361983131316,0.0317534174107236,0.0174268481396411,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,1000,"residual_variance",1.00154082965917,2792.81168734442,3286.21971986349,0.000507414063989218,0.0268252177481872,0.0189155617953375,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,1000,"heritability",1.00061392432641,3323.10336191955,3641.40913152677,0.000311223391028308,0.0179367884374718,0.0173511212507882,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,2000,"effect_variance",1.00166141665239,978.440894923556,1914.86568807697,2.43435991188546e-05,0.000753220004406282,0.0323193741223631,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,2000,"genetic_variance",1.00005519819501,5835.2645715788,6738.93041384021,0.000409408705467905,0.0312891106753802,0.0130847025252797,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,2000,"residual_variance",1.00047388582512,5583.16337827096,6268.63640742977,0.000358000406616695,0.0267507650647099,0.0133828100149919,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",500,2000,"heritability",1.00012675915191,5996.05381268988,7454.73879613068,0.000229165876277721,0.0177412966267646,0.0129170872399484,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,250,"effect_variance",1.03992411439327,110.898913353039,193.10767173133,7.5526018415531e-05,0.000788966490047233,0.0957277899230035,4,250,1000,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",1000,250,"genetic_variance",1.00758984884037,863.618157642133,1070.78462943837,0.00108305284352183,0.0318043921790571,0.0340535620811208,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,250,"residual_variance",1.00510404854291,739.413970187319,876.48714834501,0.000963171616734767,0.0262169952978134,0.0367384441196851,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,250,"heritability",1.00941957582448,856.840840139236,940.903384909491,0.000610147484783659,0.0178485398097382,0.03418472834684,4,250,1000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,500,"effect_variance",1.01112597334062,249.072361974744,650.659845150941,4.85166050665879e-05,0.000759042265002161,0.0639181865142249,4,500,2000,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"fail","one or more operational thresholds failed"
"sparse_mixture",1,"st_csr_sbayesr",1000,500,"genetic_variance",1.0023288378822,1770.67902508378,1739.31431321209,0.000747869284512179,0.0315146893962119,0.0237308156558279,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,500,"residual_variance",1.00305232819645,1380.57433609754,1556.34585051311,0.000712601709988328,0.0264827955877931,0.026908099925704,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,500,"heritability",1.00271689308851,1687.45882791525,1831.36521579723,0.000433109522439074,0.0177812131800545,0.0243577037209643,4,500,2000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,1000,"effect_variance",1.0061907957632,531.113109007506,1076.68684199876,3.18240201218433e-05,0.00072140335015047,0.044114045374485,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,1000,"genetic_variance",1.00079684758564,3579.58393367501,3522.5462283249,0.000513661965527814,0.0307357083249114,0.0167122215013828,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,1000,"residual_variance",1.00155264033196,2775.07575217829,2888.33799847693,0.000506908236997093,0.0267006436619563,0.0189848695565099,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,1000,"heritability",1.00066782307524,3497.05156554031,3687.84130619171,0.000296273281047143,0.0175219309881147,0.0169087117879935,4,1000,4000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,2000,"effect_variance",1.00259731461216,1043.3231753951,2171.84228107486,2.32188674313401e-05,0.0007440796260416,0.0312048154776946,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,2000,"genetic_variance",1.00054190620905,6102.82897139913,7179.11164324008,0.000397899306352879,0.0311643318831853,0.0127677791343111,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,2000,"residual_variance",0.999936884736351,5557.92048098874,6325.92538879524,0.000357760325471399,0.0266693494376743,0.0134146626376274,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
"sparse_mixture",1,"st_csr_sbayesr",1000,2000,"heritability",1.00006000795882,6177.16415331177,7620.13381770518,0.000225145791478001,0.017693677790463,0.0127246462914204,4,2000,8000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"pass",""
