"architecture","replicate","configuration","output","available","unavailable_reason"
"sparse_mixture",2,"low_rank_0999","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",2,"low_rank_0999","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",2,"low_rank_0999","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",2,"low_rank_0999","vbs",TRUE,""
"sparse_mixture",2,"low_rank_0999","ves",TRUE,""
"sparse_mixture",2,"low_rank_0999","vgs",TRUE,""
"sparse_mixture",2,"low_rank_0999","vld",TRUE,""
"sparse_mixture",2,"low_rank_0999","vle",TRUE,""
"sparse_mixture",2,"low_rank_full","component_probabilities",TRUE,""
"sparse_mixture",2,"low_rank_full","dm",TRUE,""
"sparse_mixture",2,"low_rank_full","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",2,"low_rank_full","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",2,"low_rank_full","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",2,"low_rank_full","vbs",TRUE,""
"sparse_mixture",2,"low_rank_full","ves",TRUE,""
"sparse_mixture",2,"low_rank_full","vgs",TRUE,""
"sparse_mixture",2,"low_rank_full","vld",TRUE,""
"sparse_mixture",2,"low_rank_full","vle",TRUE,""
"sparse_mixture",3,"bed","component_probabilities",TRUE,""
"sparse_mixture",3,"bed","dm",TRUE,""
"sparse_mixture",3,"bed","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"bed","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"bed","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"bed","vbs",TRUE,""
"sparse_mixture",3,"bed","ves",TRUE,""
"sparse_mixture",3,"bed","vgs",TRUE,""
"sparse_mixture",3,"bed","vld",TRUE,""
"sparse_mixture",3,"bed","vle",TRUE,""
"sparse_mixture",3,"block_csr","component_probabilities",TRUE,""
"sparse_mixture",3,"block_csr","dm",TRUE,""
"sparse_mixture",3,"block_csr","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"block_csr","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"block_csr","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"block_csr","vbs",TRUE,""
"sparse_mixture",3,"block_csr","ves",TRUE,""
"sparse_mixture",3,"block_csr","vgs",TRUE,""
"sparse_mixture",3,"block_csr","vld",TRUE,""
"sparse_mixture",3,"block_csr","vle",TRUE,""
"sparse_mixture",3,"full_csr","component_probabilities",TRUE,""
"sparse_mixture",3,"full_csr","dm",TRUE,""
"sparse_mixture",3,"full_csr","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"full_csr","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"full_csr","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"full_csr","vbs",TRUE,""
"sparse_mixture",3,"full_csr","ves",TRUE,""
"sparse_mixture",3,"full_csr","vgs",TRUE,""
"sparse_mixture",3,"full_csr","vld",TRUE,""
"sparse_mixture",3,"full_csr","vle",TRUE,""
"sparse_mixture",3,"low_rank_0995","component_probabilities",TRUE,""
"sparse_mixture",3,"low_rank_0995","dm",TRUE,""
"sparse_mixture",3,"low_rank_0995","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_0995","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_0995","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_0995","vbs",TRUE,""
"sparse_mixture",3,"low_rank_0995","ves",TRUE,""
"sparse_mixture",3,"low_rank_0995","vgs",TRUE,""
"sparse_mixture",3,"low_rank_0995","vld",TRUE,""
"sparse_mixture",3,"low_rank_0995","vle",TRUE,""
"sparse_mixture",3,"low_rank_0999","component_probabilities",TRUE,""
"sparse_mixture",3,"low_rank_0999","dm",TRUE,""
"sparse_mixture",3,"low_rank_0999","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_0999","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_0999","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_0999","vbs",TRUE,""
"sparse_mixture",3,"low_rank_0999","ves",TRUE,""
"sparse_mixture",3,"low_rank_0999","vgs",TRUE,""
"sparse_mixture",3,"low_rank_0999","vld",TRUE,""
"sparse_mixture",3,"low_rank_0999","vle",TRUE,""
"sparse_mixture",3,"low_rank_full","component_probabilities",TRUE,""
"sparse_mixture",3,"low_rank_full","dm",TRUE,""
"sparse_mixture",3,"low_rank_full","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_full","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_full","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",3,"low_rank_full","vbs",TRUE,""
"sparse_mixture",3,"low_rank_full","ves",TRUE,""
"sparse_mixture",3,"low_rank_full","vgs",TRUE,""
"sparse_mixture",3,"low_rank_full","vld",TRUE,""
"sparse_mixture",3,"low_rank_full","vle",TRUE,""
"sparse_mixture",4,"bed","component_probabilities",TRUE,""
"sparse_mixture",4,"bed","dm",TRUE,""
"sparse_mixture",4,"bed","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"bed","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"bed","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"bed","vbs",TRUE,""
"sparse_mixture",4,"bed","ves",TRUE,""
"sparse_mixture",4,"bed","vgs",TRUE,""
"sparse_mixture",4,"bed","vld",TRUE,""
"sparse_mixture",4,"bed","vle",TRUE,""
"sparse_mixture",4,"block_csr","component_probabilities",TRUE,""
"sparse_mixture",4,"block_csr","dm",TRUE,""
"sparse_mixture",4,"block_csr","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"block_csr","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"block_csr","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"block_csr","vbs",TRUE,""
"sparse_mixture",4,"block_csr","ves",TRUE,""
"sparse_mixture",4,"block_csr","vgs",TRUE,""
"sparse_mixture",4,"block_csr","vld",TRUE,""
"sparse_mixture",4,"block_csr","vle",TRUE,""
"sparse_mixture",4,"full_csr","component_probabilities",TRUE,""
"sparse_mixture",4,"full_csr","dm",TRUE,""
"sparse_mixture",4,"full_csr","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"full_csr","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"full_csr","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"full_csr","vbs",TRUE,""
"sparse_mixture",4,"full_csr","ves",TRUE,""
"sparse_mixture",4,"full_csr","vgs",TRUE,""
"sparse_mixture",4,"full_csr","vld",TRUE,""
"sparse_mixture",4,"full_csr","vle",TRUE,""
"sparse_mixture",4,"low_rank_0995","component_probabilities",TRUE,""
"sparse_mixture",4,"low_rank_0995","dm",TRUE,""
"sparse_mixture",4,"low_rank_0995","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_0995","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_0995","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_0995","vbs",TRUE,""
"sparse_mixture",4,"low_rank_0995","ves",TRUE,""
"sparse_mixture",4,"low_rank_0995","vgs",TRUE,""
"sparse_mixture",4,"low_rank_0995","vld",TRUE,""
"sparse_mixture",4,"low_rank_0995","vle",TRUE,""
"sparse_mixture",4,"low_rank_0999","component_probabilities",TRUE,""
"sparse_mixture",4,"low_rank_0999","dm",TRUE,""
"sparse_mixture",4,"low_rank_0999","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_0999","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_0999","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_0999","vbs",TRUE,""
"sparse_mixture",4,"low_rank_0999","ves",TRUE,""
"sparse_mixture",4,"low_rank_0999","vgs",TRUE,""
"sparse_mixture",4,"low_rank_0999","vld",TRUE,""
"sparse_mixture",4,"low_rank_0999","vle",TRUE,""
"sparse_mixture",4,"low_rank_full","component_probabilities",TRUE,""
"sparse_mixture",4,"low_rank_full","dm",TRUE,""
"sparse_mixture",4,"low_rank_full","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_full","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_full","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",4,"low_rank_full","vbs",TRUE,""
"sparse_mixture",4,"low_rank_full","ves",TRUE,""
"sparse_mixture",4,"low_rank_full","vgs",TRUE,""
"sparse_mixture",4,"low_rank_full","vld",TRUE,""
"sparse_mixture",4,"low_rank_full","vle",TRUE,""
"sparse_mixture",5,"bed","component_probabilities",TRUE,""
"sparse_mixture",5,"bed","dm",TRUE,""
"sparse_mixture",5,"bed","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"bed","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"bed","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"bed","vbs",TRUE,""
"sparse_mixture",5,"bed","ves",TRUE,""
"sparse_mixture",5,"bed","vgs",TRUE,""
"sparse_mixture",5,"bed","vld",TRUE,""
"sparse_mixture",5,"bed","vle",TRUE,""
"sparse_mixture",5,"block_csr","component_probabilities",TRUE,""
"sparse_mixture",5,"block_csr","dm",TRUE,""
"sparse_mixture",5,"block_csr","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"block_csr","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"block_csr","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"block_csr","vbs",TRUE,""
"sparse_mixture",5,"block_csr","ves",TRUE,""
"sparse_mixture",5,"block_csr","vgs",TRUE,""
"sparse_mixture",5,"block_csr","vld",TRUE,""
"sparse_mixture",5,"block_csr","vle",TRUE,""
"sparse_mixture",5,"full_csr","component_probabilities",TRUE,""
"sparse_mixture",5,"full_csr","dm",TRUE,""
"sparse_mixture",5,"full_csr","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"full_csr","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"full_csr","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"full_csr","vbs",TRUE,""
"sparse_mixture",5,"full_csr","ves",TRUE,""
"sparse_mixture",5,"full_csr","vgs",TRUE,""
"sparse_mixture",5,"full_csr","vld",TRUE,""
"sparse_mixture",5,"full_csr","vle",TRUE,""
"sparse_mixture",5,"low_rank_0995","component_probabilities",TRUE,""
"sparse_mixture",5,"low_rank_0995","dm",TRUE,""
"sparse_mixture",5,"low_rank_0995","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_0995","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_0995","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_0995","vbs",TRUE,""
"sparse_mixture",5,"low_rank_0995","ves",TRUE,""
"sparse_mixture",5,"low_rank_0995","vgs",TRUE,""
"sparse_mixture",5,"low_rank_0995","vld",TRUE,""
"sparse_mixture",5,"low_rank_0995","vle",TRUE,""
"sparse_mixture",5,"low_rank_0999","component_probabilities",TRUE,""
"sparse_mixture",5,"low_rank_0999","dm",TRUE,""
"sparse_mixture",5,"low_rank_0999","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_0999","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_0999","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_0999","vbs",TRUE,""
"sparse_mixture",5,"low_rank_0999","ves",TRUE,""
"sparse_mixture",5,"low_rank_0999","vgs",TRUE,""
"sparse_mixture",5,"low_rank_0999","vld",TRUE,""
"sparse_mixture",5,"low_rank_0999","vle",TRUE,""
"sparse_mixture",5,"low_rank_full","component_probabilities",TRUE,""
"sparse_mixture",5,"low_rank_full","dm",TRUE,""
"sparse_mixture",5,"low_rank_full","log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_full","mean_log_cpo",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_full","pis",FALSE,"not returned by public fit contract"
"sparse_mixture",5,"low_rank_full","vbs",TRUE,""
"sparse_mixture",5,"low_rank_full","ves",TRUE,""
"sparse_mixture",5,"low_rank_full","vgs",TRUE,""
"sparse_mixture",5,"low_rank_full","vld",TRUE,""
"sparse_mixture",5,"low_rank_full","vle",TRUE,""
