"architecture","replicate","configuration","metric","value","available","unavailable_reason"
"sparse_mixture",5,"full_csr","pip_auroc",0.719920139163438,TRUE,""
"sparse_mixture",5,"full_csr","pip_causal_mean",0.2356475,TRUE,""
"sparse_mixture",5,"full_csr","pip_null_mean",0.00912319785983499,TRUE,""
"sparse_mixture",5,"full_csr","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",5,"full_csr","total_pip_mass",357.925624999999,TRUE,""
"sparse_mixture",5,"low_rank_0995","pip_auprc",0.249966052401948,TRUE,""
"sparse_mixture",5,"low_rank_0995","pip_auroc",0.712458554070794,TRUE,""
"sparse_mixture",5,"low_rank_0995","pip_causal_mean",0.231635,TRUE,""
"sparse_mixture",5,"low_rank_0995","pip_null_mean",0.00908523101657838,TRUE,""
"sparse_mixture",5,"low_rank_0995","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",5,"low_rank_0995","total_pip_mass",356.2845,TRUE,""
"sparse_mixture",5,"low_rank_0999","pip_auprc",0.250806363990804,TRUE,""
"sparse_mixture",5,"low_rank_0999","pip_auroc",0.7515192008645,TRUE,""
"sparse_mixture",5,"low_rank_0999","pip_causal_mean",0.23497,TRUE,""
"sparse_mixture",5,"low_rank_0999","pip_null_mean",0.00910171713976965,TRUE,""
"sparse_mixture",5,"low_rank_0999","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",5,"low_rank_0999","total_pip_mass",357.07675,TRUE,""
"sparse_mixture",5,"low_rank_full","pip_auprc",0.25027881664517,TRUE,""
"sparse_mixture",5,"low_rank_full","pip_auroc",0.750402466988219,TRUE,""
"sparse_mixture",5,"low_rank_full","pip_causal_mean",0.235055,TRUE,""
"sparse_mixture",5,"low_rank_full","pip_null_mean",0.0090883015734957,TRUE,""
"sparse_mixture",5,"low_rank_full","top_marker_causal_enrichment",197.5532,TRUE,""
"sparse_mixture",5,"low_rank_full","total_pip_mass",356.572,TRUE,""
