"replicate","focal_value","reference_value","complete_pair","difference","architecture","metric","comparison_id","orientation","interpretation_level"
2,0.0014900627494158,0.00138257333198491,TRUE,0.000107489417430895,"sparse_homogeneous","marker_effect_rmse","full_csr_minus_bed","full_csr minus bed",4
2,0.0014992414645651,0.00150098232941184,TRUE,-1.74086484674139e-06,"sparse_homogeneous","marker_effect_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.00150098232941184,0.00150248820152161,TRUE,-1.50587210976348e-06,"sparse_homogeneous","marker_effect_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.00150248820152161,0.0014900627494158,TRUE,1.24254521058046e-05,"sparse_homogeneous","marker_effect_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.00151204979765551,0.0014900627494158,TRUE,2.19870482397048e-05,"sparse_homogeneous","marker_effect_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.00151204979765551,0.0014992414645651,TRUE,1.28083330904051e-05,"sparse_homogeneous","marker_effect_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.00151204979765551,0.00150098232941184,TRUE,1.10674682436637e-05,"sparse_homogeneous","marker_effect_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.00906113439287315,0.00907220421180254,TRUE,-1.10698189293903e-05,"sparse_mixture","pip_null_mean","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.00906540418017449,0.00910035647452622,TRUE,-3.495229435173e-05,"sparse_mixture","pip_null_mean","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.00907220421180254,0.00906540418017449,TRUE,6.80003162805386e-06,"sparse_mixture","pip_null_mean","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.00908724730502623,0.00906113439287315,TRUE,2.61129121530805e-05,"sparse_mixture","pip_null_mean","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.00908724730502623,0.00907220421180254,TRUE,1.50430932236902e-05,"sparse_mixture","pip_null_mean","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.00908724730502623,0.00910035647452622,TRUE,-1.3109169499986e-05,"sparse_mixture","pip_null_mean","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.00910035647452622,0.00787396879365331,TRUE,0.00122638768087291,"sparse_mixture","pip_null_mean","full_csr_minus_bed","full_csr minus bed",4
2,0.00930887578637046,0.00932036534968809,TRUE,-1.14895633176286e-05,"sparse_mixture","nonnull_probability_mean","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.00931259377220921,0.0093481778579137,TRUE,-3.55840857044834e-05,"sparse_mixture","nonnull_probability_mean","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.00932036534968809,0.00931259377220921,TRUE,7.77157747887738e-06,"sparse_mixture","nonnull_probability_mean","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.00934299570951016,0.00930887578637046,TRUE,3.41199231396923e-05,"sparse_mixture","nonnull_probability_mean","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.00934299570951016,0.00932036534968809,TRUE,2.26303598220637e-05,"sparse_mixture","nonnull_probability_mean","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.00934299570951016,0.0093481778579137,TRUE,-5.18214840354234e-06,"sparse_mixture","nonnull_probability_mean","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.0093481778579137,0.00812225263878288,TRUE,0.00122592521913082,"sparse_mixture","nonnull_probability_mean","full_csr_minus_bed","full_csr minus bed",4
2,0.196885,0.1974,TRUE,-0.00051499999999996,"sparse_mixture","pip_causal_mean","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.1973,0.19763,TRUE,-0.000329999999999997,"sparse_mixture","pip_causal_mean","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.1974,0.196525,TRUE,0.000874999999999987,"sparse_mixture","pip_causal_mean","full_csr_minus_bed","full_csr minus bed",4
2,0.19763,0.196885,TRUE,0.000744999999999968,"sparse_mixture","pip_causal_mean","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.201346636432858,0.204143727777132,TRUE,-0.00279709134427408,"sparse_mixture","pip_auprc","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.202492295603277,0.203996160306742,TRUE,-0.00150386470346511,"sparse_mixture","pip_auprc","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.20341,0.1973,TRUE,0.00611,"sparse_mixture","pip_causal_mean","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.20341,0.1974,TRUE,0.00601000000000002,"sparse_mixture","pip_causal_mean","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.20341,0.19763,TRUE,0.00578000000000001,"sparse_mixture","pip_causal_mean","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.203996160306742,0.256730278948876,TRUE,-0.052734118642134,"sparse_mixture","pip_auprc","full_csr_minus_bed","full_csr minus bed",4
2,0.204143727777132,0.202492295603277,TRUE,0.00165143217385477,"sparse_mixture","pip_auprc","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.209829754018683,0.201346636432858,TRUE,0.00848311758582568,"sparse_mixture","pip_auprc","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.209829754018683,0.203996160306742,TRUE,0.00583359371194125,"sparse_mixture","pip_auprc","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.209829754018683,0.204143727777132,TRUE,0.00568602624155159,"sparse_mixture","pip_auprc","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.26402046723671,0.264046957362508,TRUE,-2.64901257985284e-05,"sparse_mixture","genetic_value_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.26402046723671,0.266448638140847,TRUE,-0.00242817090413788,"sparse_mixture","genetic_value_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.26402046723671,0.267938789353288,TRUE,-0.00391832211657861,"sparse_mixture","genetic_value_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.264046957362508,0.265175985922978,TRUE,-0.00112902856046959,"sparse_mixture","genetic_value_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.265175985922978,0.266448638140847,TRUE,-0.00127265221786976,"sparse_mixture","genetic_value_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.266448638140847,0.191351438585488,TRUE,0.0750971995553597,"sparse_mixture","genetic_value_rmse","full_csr_minus_bed","full_csr minus bed",4
2,0.267938789353288,0.264046957362508,TRUE,0.00389183199078008,"sparse_mixture","genetic_value_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.287577254020717,0.267265643349483,TRUE,0.020311610671234,"sparse_homogeneous","genetic_value_rmse","full_csr_minus_bed","full_csr minus bed",4
2,0.288926805979591,0.289554411619505,TRUE,-0.000627605639914763,"sparse_homogeneous","genetic_value_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.289554411619505,0.290005146138246,TRUE,-0.00045073451874017,"sparse_homogeneous","genetic_value_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.290005146138246,0.287577254020717,TRUE,0.00242789211752825,"sparse_homogeneous","genetic_value_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.291296076865376,0.287577254020717,TRUE,0.00371882284465841,"sparse_homogeneous","genetic_value_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.291296076865376,0.288926805979591,TRUE,0.00236927088578509,"sparse_homogeneous","genetic_value_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.291296076865376,0.289554411619505,TRUE,0.00174166524587033,"sparse_homogeneous","genetic_value_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.3449,0.3504,TRUE,-0.0055,"sparse_homogeneous","pip_causal_mean","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.34534,0.34556,TRUE,-0.000219999999999998,"sparse_homogeneous","pip_causal_mean","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.34534,0.34614,TRUE,-0.000800000000000023,"sparse_homogeneous","pip_causal_mean","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.34534,0.3504,TRUE,-0.00506000000000001,"sparse_homogeneous","pip_causal_mean","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.34556,0.34614,TRUE,-0.000580000000000025,"sparse_homogeneous","pip_causal_mean","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.34614,0.3449,TRUE,0.00124000000000002,"sparse_homogeneous","pip_causal_mean","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.3504,0.34356,TRUE,0.00684000000000001,"sparse_homogeneous","pip_causal_mean","full_csr_minus_bed","full_csr minus bed",4
2,0.449179669233595,0.455494366560681,TRUE,-0.00631469732708573,"sparse_homogeneous","pip_auprc","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.449179669233595,0.4560783047327,TRUE,-0.00689863549910436,"sparse_homogeneous","pip_auprc","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.449179669233595,0.456137040976895,TRUE,-0.00695737174329925,"sparse_homogeneous","pip_auprc","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.455494366560681,0.4560783047327,TRUE,-0.000583938172018628,"sparse_homogeneous","pip_auprc","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.4560783047327,0.457021681643598,TRUE,-0.000943376910898297,"sparse_homogeneous","pip_auprc","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.456137040976895,0.513241310524712,TRUE,-0.0571042695478172,"sparse_homogeneous","pip_auprc","full_csr_minus_bed","full_csr minus bed",4
2,0.457021681643598,0.456137040976895,TRUE,0.000884640666703407,"sparse_homogeneous","pip_auprc","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.486489401618049,0.489237206735207,TRUE,-0.002747805117158,"sparse_mixture","phenotype_prediction_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.486907197567804,0.486489401618049,TRUE,0.000417795949755273,"sparse_mixture","phenotype_prediction_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.486907197567804,0.487361988899798,TRUE,-0.000454791331993776,"sparse_mixture","phenotype_prediction_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.486907197567804,0.489237206735207,TRUE,-0.00233000916740272,"sparse_mixture","phenotype_prediction_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.487361988899798,0.502264537887451,TRUE,-0.014902548987653,"sparse_mixture","phenotype_prediction_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.488157287409199,0.487361988899798,TRUE,0.000795298509400744,"sparse_mixture","phenotype_prediction_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.489237206735207,0.488157287409199,TRUE,0.00107991932600821,"sparse_mixture","phenotype_prediction_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.532276642691782,0.533601030117037,TRUE,-0.00132438742525454,"sparse_homogeneous","phenotype_prediction_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.532276642691782,0.533844242644505,TRUE,-0.00156759995272349,"sparse_homogeneous","phenotype_prediction_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.532276642691782,0.534435294616756,TRUE,-0.00215865192497378,"sparse_homogeneous","phenotype_prediction_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.533022399367379,0.533601030117037,TRUE,-0.00057863074965725,"sparse_homogeneous","phenotype_prediction_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.533601030117037,0.536991156249268,TRUE,-0.00339012613223177,"sparse_homogeneous","phenotype_prediction_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.533844242644505,0.533022399367379,TRUE,0.0008218432771262,"sparse_homogeneous","phenotype_prediction_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.534435294616756,0.533844242644505,TRUE,0.000591051972250289,"sparse_homogeneous","phenotype_prediction_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.703811444084236,0.709980496033315,TRUE,-0.00616905194907891,"sparse_mixture","pip_auroc","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.709980496033315,0.746056772357081,TRUE,-0.0360762763237658,"sparse_mixture","pip_auroc","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.710879523470652,0.703811444084236,TRUE,0.00706807938641574,"sparse_mixture","pip_auroc","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.710879523470652,0.730957012203158,TRUE,-0.0200774887325058,"sparse_mixture","pip_auroc","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.710879523470652,0.746056772357081,TRUE,-0.0351772488864289,"sparse_mixture","pip_auroc","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.730957012203158,0.703811444084236,TRUE,0.0271455681189215,"sparse_mixture","pip_auroc","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.746056772357081,0.763420574049182,TRUE,-0.0173638016921009,"sparse_mixture","pip_auroc","full_csr_minus_bed","full_csr minus bed",4
2,0.794063677815556,0.843881025803221,TRUE,-0.049817347987665,"sparse_homogeneous","pip_auroc","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.823586357766005,0.830926965551778,TRUE,-0.00734060778577272,"sparse_homogeneous","pip_auroc","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.828362457499802,0.823586357766005,TRUE,0.00477609973379722,"sparse_homogeneous","pip_auroc","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.828362457499802,0.830926965551778,TRUE,-0.0025645080519755,"sparse_homogeneous","pip_auroc","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.828362457499802,0.843881025803221,TRUE,-0.0155185683034185,"sparse_homogeneous","pip_auroc","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.830926965551778,0.794063677815556,TRUE,0.0368632877362221,"sparse_homogeneous","pip_auroc","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.843881025803221,0.840589599641549,TRUE,0.00329142616167211,"sparse_homogeneous","pip_auroc","full_csr_minus_bed","full_csr minus bed",4
2,0.894060327409269,0.895740383762065,TRUE,-0.00168005635279578,"sparse_homogeneous","marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.894060327409269,0.896047399624842,TRUE,-0.00198707221557282,"sparse_homogeneous","marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.894060327409269,0.897312931690414,TRUE,-0.0032526042811446,"sparse_homogeneous","marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.895505061346184,0.897312931690414,TRUE,-0.00180787034423002,"sparse_homogeneous","marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.895740383762065,0.895505061346184,TRUE,0.000235322415881201,"sparse_homogeneous","marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.896047399624842,0.895740383762065,TRUE,0.000307015862777038,"sparse_homogeneous","marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.897312931690414,0.912643788321132,TRUE,-0.0153308566307188,"sparse_homogeneous","marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.899186622377539,0.900545659459233,TRUE,-0.00135903708169427,"sparse_homogeneous","genetic_value_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.899186622377539,0.901107445478956,TRUE,-0.00192082310141661,"sparse_homogeneous","genetic_value_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.899186622377539,0.90190242958567,TRUE,-0.00271580720813114,"sparse_homogeneous","genetic_value_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.900205570833084,0.90190242958567,TRUE,-0.00169685875258574,"sparse_homogeneous","genetic_value_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.900249142183476,0.901733259977224,TRUE,-0.00148411779374724,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.900249142183476,0.901901753478862,TRUE,-0.00165261129538552,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.900249142183476,0.902825827246997,TRUE,-0.00257668506352104,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.900545659459233,0.900205570833084,TRUE,0.000340088626148871,"sparse_homogeneous","genetic_value_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.901107445478956,0.900545659459233,TRUE,0.000561786019722343,"sparse_homogeneous","genetic_value_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.901149146851602,0.902825827246997,TRUE,-0.00167668039539537,"sparse_homogeneous","genetic_value_reconstruction_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.901733259977224,0.901149146851602,TRUE,0.000584113125621566,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.901901753478862,0.901733259977224,TRUE,0.000168493501638278,"sparse_homogeneous","genetic_value_reconstruction_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.90190242958567,0.916479211012613,TRUE,-0.014576781426943,"sparse_homogeneous","genetic_value_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.902439871311587,0.90311563518747,TRUE,-0.000675763875883084,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.902439871311587,0.90340613322561,TRUE,-0.000966261914023159,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.902439871311587,0.904383212098742,TRUE,-0.00194334078715508,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.902825827246997,0.91604612779472,TRUE,-0.0132203005477225,"sparse_homogeneous","genetic_value_reconstruction_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.902876882469517,0.904383212098742,TRUE,-0.00150632962922481,"sparse_homogeneous","causal_marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.90311563518747,0.902876882469517,TRUE,0.000238752717952817,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.90340613322561,0.90311563518747,TRUE,0.000290498038140075,"sparse_homogeneous","causal_marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.904383212098742,0.914093850928462,TRUE,-0.0097106388297199,"sparse_homogeneous","causal_marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.907728189182493,0.90987728411831,TRUE,-0.00214909493581639,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.908582453240679,0.961202405937414,TRUE,-0.0526199526967343,"sparse_mixture","genetic_value_reconstruction_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.909521993793598,0.908582453240679,TRUE,0.000939540552918339,"sparse_mixture","genetic_value_reconstruction_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.90987728411831,0.909521993793598,TRUE,0.000355290324711932,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.909887430997708,0.907728189182493,TRUE,0.00215924181521499,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.909887430997708,0.908582453240679,TRUE,0.00130497775702887,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.909887430997708,0.90987728411831,TRUE,1.01468793985982e-05,"sparse_mixture","genetic_value_reconstruction_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.913258153483727,0.915858511947962,TRUE,-0.00260035846423545,"sparse_mixture","genetic_value_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.914232567305254,0.916515808947495,TRUE,-0.0022832416422407,"sparse_mixture","marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.914255296952721,0.963271465326343,TRUE,-0.0490161683736219,"sparse_mixture","genetic_value_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.915104246843274,0.914255296952721,TRUE,0.000848949890552619,"sparse_mixture","genetic_value_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.915172717019917,0.962665203861484,TRUE,-0.0474924868415669,"sparse_mixture","marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.915858511947962,0.915104246843274,TRUE,0.000754265104688567,"sparse_mixture","genetic_value_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.915884109048645,0.913258153483727,TRUE,0.00262595556491774,"sparse_mixture","genetic_value_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.915884109048645,0.914255296952721,TRUE,0.00162881209592347,"sparse_mixture","genetic_value_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.915884109048645,0.915858511947962,TRUE,2.55971006822842e-05,"sparse_mixture","genetic_value_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.91598395667711,0.915172717019917,TRUE,0.000811239657193208,"sparse_mixture","marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.916515808947495,0.91598395667711,TRUE,0.000531852270384214,"sparse_mixture","marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.916880895709591,0.914232567305254,TRUE,0.0026483284043366,"sparse_mixture","marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.916880895709591,0.915172717019917,TRUE,0.00170817868967332,"sparse_mixture","marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.916880895709591,0.916515808947495,TRUE,0.000365086762095901,"sparse_mixture","marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.959747915323485,0.960101383689477,TRUE,-0.000353468365991705,"sparse_mixture","causal_marker_effect_correlation","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.959946517100892,0.960161664412033,TRUE,-0.000215147311141028,"sparse_mixture","causal_marker_effect_correlation","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.960101383689477,0.96646742922296,TRUE,-0.00636604553348308,"sparse_mixture","causal_marker_effect_correlation","full_csr_minus_bed","full_csr minus bed",4
2,0.960161664412033,0.959747915323485,TRUE,0.000413749088548299,"sparse_mixture","causal_marker_effect_correlation","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,0.961599160766074,0.959946517100892,TRUE,0.0016526436651817,"sparse_mixture","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.961599160766074,0.960101383689477,TRUE,0.00149777707659726,"sparse_mixture","causal_marker_effect_correlation","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.961599160766074,0.960161664412033,TRUE,0.00143749635404067,"sparse_mixture","causal_marker_effect_correlation","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.96843681676983,0.977121416759765,TRUE,-0.00868459998993543,"sparse_mixture","prediction_regression_slope","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,0.96866812084728,0.96843681676983,TRUE,0.000231304077449979,"sparse_mixture","prediction_regression_slope","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,0.96866812084728,0.971176681201475,TRUE,-0.00250856035419478,"sparse_mixture","prediction_regression_slope","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,0.96866812084728,0.977121416759765,TRUE,-0.00845329591248545,"sparse_mixture","prediction_regression_slope","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,0.971176681201475,1.07923708149416,TRUE,-0.108060400292686,"sparse_mixture","prediction_regression_slope","full_csr_minus_bed","full_csr minus bed",4
2,0.974434222727328,0.971176681201475,TRUE,0.00325754152585356,"sparse_mixture","prediction_regression_slope","block_csr_minus_full_csr","block_csr minus full_csr",2
2,0.977121416759765,0.974434222727328,TRUE,0.00268719403243711,"sparse_mixture","prediction_regression_slope","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,1.03460826187402,1.03492969884297,TRUE,-0.00032143696894904,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0999_minus_low_rank_full","low_rank_0999 minus low_rank_full",3
2,1.03492541962632,1.03231090555669,TRUE,0.00261451406963031,"sparse_homogeneous","phenotype_prediction_rmse","full_csr_minus_bed","full_csr minus bed",4
2,1.03492969884297,1.03548810541937,TRUE,-0.000558406576398829,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,1.03548810541937,1.03492541962632,TRUE,0.000562685793047191,"sparse_homogeneous","phenotype_prediction_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
2,1.03596964487867,1.03460826187402,TRUE,0.00136138300465483,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0995_minus_low_rank_0999","low_rank_0995 minus low_rank_0999",3
2,1.03596964487867,1.03492541962632,TRUE,0.00104422525235415,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0995_minus_full_csr","low_rank_0995 minus full_csr",4
2,1.03596964487867,1.03492969884297,TRUE,0.00103994603570579,"sparse_homogeneous","phenotype_prediction_rmse","low_rank_0995_minus_low_rank_full","low_rank_0995 minus low_rank_full",3
2,1.04950459522343,1.05026016258121,TRUE,-0.000755567357776821,"sparse_mixture","phenotype_prediction_rmse","low_rank_full_minus_block_csr","low_rank_full minus block_csr",1
2,1.05026016258121,1.05083195787183,TRUE,-0.00057179529062279,"sparse_mixture","phenotype_prediction_rmse","block_csr_minus_full_csr","block_csr minus full_csr",2
2,1.05083195787183,1.04150444118672,TRUE,0.00932751668511678,"sparse_mixture","phenotype_prediction_rmse","full_csr_minus_bed","full_csr minus bed",4
