"architecture","replicate","configuration","method","metric","value","available","unavailable_reason"
"sparse_mixture",2,"full_csr","sbayesr","marker_effect_rmse",0.00136483734017989,TRUE,""
"sparse_mixture",2,"full_csr","sbayesr","noncausal_marker_rmse",0.000941956250985061,TRUE,""
"sparse_mixture",2,"full_csr","sbayesr","nonnull_probability_mean",0.0093481778579137,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","causal_marker_effect_correlation",0.961599160766074,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","genetic_value_reconstruction_correlation",0.909887430997708,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","high_pip_marker_count",20,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","marker_effect_correlation",0.916880895709591,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","marker_effect_rmse",0.00135167838448256,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","noncausal_marker_rmse",0.000943033360399701,TRUE,""
"sparse_mixture",2,"low_rank_0995","sbayesr","nonnull_probability_mean",0.00934299570951016,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","causal_marker_effect_correlation",0.959946517100892,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","genetic_value_reconstruction_correlation",0.907728189182493,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","high_pip_marker_count",20,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","marker_effect_correlation",0.914232567305254,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","marker_effect_rmse",0.00137220875278175,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","noncausal_marker_rmse",0.000953431392970988,TRUE,""
"sparse_mixture",2,"low_rank_0999","sbayesr","nonnull_probability_mean",0.00930887578637046,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","causal_marker_effect_correlation",0.960161664412033,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","genetic_value_reconstruction_correlation",0.90987728411831,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","high_pip_marker_count",19,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","marker_effect_correlation",0.916515808947495,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","marker_effect_rmse",0.00135443172330691,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","noncausal_marker_rmse",0.000928035025722017,TRUE,""
"sparse_mixture",2,"low_rank_full","sbayesr","nonnull_probability_mean",0.00932036534968809,TRUE,""
"sparse_mixture",3,"bed","bayesr","causal_marker_effect_correlation",0.961715737657791,TRUE,""
"sparse_mixture",3,"bed","bayesr","genetic_value_reconstruction_correlation",0.957930502137432,TRUE,""
"sparse_mixture",3,"bed","bayesr","high_pip_marker_count",7,TRUE,""
"sparse_mixture",3,"bed","bayesr","marker_effect_correlation",0.958751098633387,TRUE,""
"sparse_mixture",3,"bed","bayesr","marker_effect_rmse",0.000978313546622392,TRUE,""
"sparse_mixture",3,"bed","bayesr","noncausal_marker_rmse",0.000230406208138369,TRUE,""
"sparse_mixture",3,"bed","bayesr","nonnull_probability_mean",0.0080206693690611,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","causal_marker_effect_correlation",0.960539694895968,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","genetic_value_reconstruction_correlation",0.914678952660562,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","marker_effect_correlation",0.912633117218327,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","marker_effect_rmse",0.00137820828067732,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","noncausal_marker_rmse",0.00101169062668089,TRUE,""
"sparse_mixture",3,"block_csr","sbayesr","nonnull_probability_mean",0.00927931615382591,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","causal_marker_effect_correlation",0.961139307728708,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","genetic_value_reconstruction_correlation",0.913048860222579,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","marker_effect_correlation",0.91064309490413,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","marker_effect_rmse",0.00139788155008499,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","noncausal_marker_rmse",0.00104575609920956,TRUE,""
"sparse_mixture",3,"full_csr","sbayesr","nonnull_probability_mean",0.00932909110052379,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","causal_marker_effect_correlation",0.960669139621428,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","genetic_value_reconstruction_correlation",0.9162043779015,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","marker_effect_correlation",0.914527257497187,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","marker_effect_rmse",0.00136027069814297,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","noncausal_marker_rmse",0.000986525238932571,TRUE,""
"sparse_mixture",3,"low_rank_0995","sbayesr","nonnull_probability_mean",0.00929796530757285,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","causal_marker_effect_correlation",0.960639749456805,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","genetic_value_reconstruction_correlation",0.914974298979597,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","high_pip_marker_count",13,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","marker_effect_correlation",0.913142772600739,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","marker_effect_rmse",0.00137271658100081,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","noncausal_marker_rmse",0.00100423424308315,TRUE,""
"sparse_mixture",3,"low_rank_0999","sbayesr","nonnull_probability_mean",0.00931297544155195,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","causal_marker_effect_correlation",0.960547236307093,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","genetic_value_reconstruction_correlation",0.914752055297671,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","high_pip_marker_count",14,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","marker_effect_correlation",0.912832064426369,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","marker_effect_rmse",0.00137588062350458,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","noncausal_marker_rmse",0.00100811729644408,TRUE,""
"sparse_mixture",3,"low_rank_full","sbayesr","nonnull_probability_mean",0.00929991971782792,TRUE,""
"sparse_mixture",4,"bed","bayesr","causal_marker_effect_correlation",0.948861881141937,TRUE,""
"sparse_mixture",4,"bed","bayesr","genetic_value_reconstruction_correlation",0.946344773734368,TRUE,""
"sparse_mixture",4,"bed","bayesr","high_pip_marker_count",9,TRUE,""
"sparse_mixture",4,"bed","bayesr","marker_effect_correlation",0.943606944999039,TRUE,""
"sparse_mixture",4,"bed","bayesr","marker_effect_rmse",0.00112387032174963,TRUE,""
"sparse_mixture",4,"bed","bayesr","noncausal_marker_rmse",0.000197799720869554,TRUE,""
"sparse_mixture",4,"bed","bayesr","nonnull_probability_mean",0.00815966281487722,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","causal_marker_effect_correlation",0.952443492468599,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","genetic_value_reconstruction_correlation",0.908889419782305,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","high_pip_marker_count",17,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","marker_effect_correlation",0.90742824942435,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","marker_effect_rmse",0.00140991010606195,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","noncausal_marker_rmse",0.000938442864152933,TRUE,""
"sparse_mixture",4,"block_csr","sbayesr","nonnull_probability_mean",0.00936199363007029,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","causal_marker_effect_correlation",0.953014478683861,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","genetic_value_reconstruction_correlation",0.907635459471944,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","high_pip_marker_count",17,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","marker_effect_correlation",0.906448957599384,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","marker_effect_rmse",0.00141899099147364,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","noncausal_marker_rmse",0.000960256476259226,TRUE,""
"sparse_mixture",4,"full_csr","sbayesr","nonnull_probability_mean",0.00939057605748728,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","causal_marker_effect_correlation",0.952861417499173,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","genetic_value_reconstruction_correlation",0.909403399377963,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","high_pip_marker_count",15,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","marker_effect_correlation",0.907988971878413,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","marker_effect_rmse",0.00140401835035044,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","noncausal_marker_rmse",0.000933821536332539,TRUE,""
"sparse_mixture",4,"low_rank_0995","sbayesr","nonnull_probability_mean",0.00934381169224291,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","causal_marker_effect_correlation",0.95197946949364,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","genetic_value_reconstruction_correlation",0.908127360510594,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","high_pip_marker_count",18,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","marker_effect_correlation",0.906532084817041,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","marker_effect_rmse",0.00141680076483633,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","noncausal_marker_rmse",0.000944126772858721,TRUE,""
"sparse_mixture",4,"low_rank_0999","sbayesr","nonnull_probability_mean",0.00936039456713433,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","causal_marker_effect_correlation",0.952529359510084,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","genetic_value_reconstruction_correlation",0.908763467347426,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","high_pip_marker_count",17,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","marker_effect_correlation",0.907423730388426,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","marker_effect_rmse",0.00140979794499369,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","noncausal_marker_rmse",0.000939804521364505,TRUE,""
"sparse_mixture",4,"low_rank_full","sbayesr","nonnull_probability_mean",0.00936205943512938,TRUE,""
"sparse_mixture",5,"bed","bayesr","causal_marker_effect_correlation",0.954653723219274,TRUE,""
"sparse_mixture",5,"bed","bayesr","genetic_value_reconstruction_correlation",0.951980695114256,TRUE,""
"sparse_mixture",5,"bed","bayesr","high_pip_marker_count",9,TRUE,""
"sparse_mixture",5,"bed","bayesr","marker_effect_correlation",0.951894532415606,TRUE,""
"sparse_mixture",5,"bed","bayesr","marker_effect_rmse",0.00109724896676583,TRUE,""
"sparse_mixture",5,"bed","bayesr","noncausal_marker_rmse",0.000222406209222952,TRUE,""
"sparse_mixture",5,"bed","bayesr","nonnull_probability_mean",0.00824813113632177,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","causal_marker_effect_correlation",0.9577378863665,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","genetic_value_reconstruction_correlation",0.91127104810044,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","high_pip_marker_count",18,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","marker_effect_correlation",0.914709017220447,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","marker_effect_rmse",0.00136384264533363,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","noncausal_marker_rmse",0.000880887038830863,TRUE,""
"sparse_mixture",5,"block_csr","sbayesr","nonnull_probability_mean",0.00937945171224764,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","causal_marker_effect_correlation",0.957061004538871,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","genetic_value_reconstruction_correlation",0.907414920621735,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","high_pip_marker_count",19,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","marker_effect_correlation",0.910160475344706,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","marker_effect_rmse",0.00139534524963312,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","noncausal_marker_rmse",0.000926053591453733,TRUE,""
"sparse_mixture",5,"full_csr","sbayesr","nonnull_probability_mean",0.00942132676160141,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","causal_marker_effect_correlation",0.957720606626561,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","genetic_value_reconstruction_correlation",0.913649630778993,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","high_pip_marker_count",16,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","marker_effect_correlation",0.917772402048664,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","marker_effect_rmse",0.00134269883534117,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","noncausal_marker_rmse",0.000845501530596516,TRUE,""
"sparse_mixture",5,"low_rank_0995","sbayesr","nonnull_probability_mean",0.00937812903055988,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","causal_marker_effect_correlation",0.957943318672179,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","genetic_value_reconstruction_correlation",0.911270044383221,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","high_pip_marker_count",18,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","marker_effect_correlation",0.914673760440754,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","marker_effect_rmse",0.00136425942672148,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","noncausal_marker_rmse",0.000882573256827079,TRUE,""
"sparse_mixture",5,"low_rank_0999","sbayesr","nonnull_probability_mean",0.00939898265378643,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","causal_marker_effect_correlation",0.957590760129472,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","genetic_value_reconstruction_correlation",0.910744690459358,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","high_pip_marker_count",18,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","marker_effect_correlation",0.91417959351802,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","marker_effect_rmse",0.00136792679785437,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","noncausal_marker_rmse",0.000883992682302485,TRUE,""
"sparse_mixture",5,"low_rank_full","sbayesr","nonnull_probability_mean",0.00938569661235557,TRUE,""
